id,System.Title,System.State,System.CreatedDate,System.ChangedDate,System.AssignedTo
1344,Unexpected Logout,New,27/12/2024,28/12/2024,
1345,Update translations for new language,New,27/12/2024,28/12/2024,
1346,Tooltip Not Displayed,New,27/12/2024,28/12/2024,
1347,Language Translation Incorrect,New,27/12/2024,28/12/2024,
1348,Implement dark mode toggle,New,27/12/2024,28/12/2024,
1349,"As an admin, I need to manage user roles",Closed,27/12/2024,28/12/2024,
1350,"As a user, I need multi-language support",Resolved,27/12/2024,28/12/2024,
1351,"As a user, I need a responsive UI",New,27/12/2024,28/12/2024,
1352,"As an admin, I want to monitor system logs",Active,27/12/2024,28/12/2024,
1353,"As a user, I want to reset my password",Closed,27/12/2024,28/12/2024,
1354,"As a user, I need to view my profile information",Active,27/12/2024,28/12/2024,
1355,"As a developer, I want to access API documentation",Active,27/12/2024,28/12/2024,
1356,Integrate payment gateway,New,27/12/2024,28/12/2024,
1357,"As a guest, I need limited access",Resolved,27/12/2024,28/12/2024,
1358,"As a developer, I want to access API documentation",New,27/12/2024,28/12/2024,
1359,Migrate database schema,New,27/12/2024,28/12/2024,
1360,"As a user, I want to set my timezone",New,27/12/2024,28/12/2024,
1361,"As a user, I need to view my profile information",Closed,27/12/2024,28/12/2024,
1362,"As a user, I need two-factor authentication",New,27/12/2024,28/12/2024,
1363,Debug performance issue in report generation,New,27/12/2024,28/12/2024,
1364,"As an admin, I need to manage user roles",Closed,27/12/2024,28/12/2024,
1365,"As an admin, I need to view system analytics",New,27/12/2024,28/12/2024,
1366,"As a user, I need file upload capability",New,27/12/2024,28/12/2024,
1367,"As a user, I want to see my order history",New,27/12/2024,28/12/2024,
1368,"As a user, I need to change my email address",Resolved,27/12/2024,28/12/2024,
1369,UI Freezing on Button Click,New,27/12/2024,28/12/2024,
1370,Integrate payment gateway,New,27/12/2024,28/12/2024,
1371,"As a user, I want to filter search results",Active,27/12/2024,28/12/2024,
1372,"As a user, I want to reset my password",Active,27/12/2024,28/12/2024,
1373,Fix alignment issues in mobile view,New,27/12/2024,28/12/2024,
1374,"As a user, I need multi-language support",Closed,27/12/2024,28/12/2024,
1375,"As a user, I need a responsive UI",Resolved,27/12/2024,28/12/2024,
1376,Add input validation for form Z,New,27/12/2024,28/12/2024,
1377,"As a user, I want to export data",New,27/12/2024,28/12/2024,
1378,Optimize database queries,New,27/12/2024,28/12/2024,
1379,"As a user, I need autocomplete for forms",New,27/12/2024,28/12/2024,
1380,Event Listener Memory Leak,New,27/12/2024,28/12/2024,
1381,"As a user, I need keyboard shortcuts",New,27/12/2024,28/12/2024,
1382,Integrate payment gateway,Active,27/12/2024,28/12/2024,Viviana de Oliveira
1383,Dropdown Menu Not Working,Closed,27/12/2024,28/12/2024,
1384,"As a developer, I want to access API documentation",Closed,27/12/2024,28/12/2024,
1385,"As an admin, I need to schedule tasks",Closed,27/12/2024,28/12/2024,
1386,"As a user, I need two-factor authentication",Closed,27/12/2024,28/12/2024,
1387,"As a user, I need to view my profile information",New,27/12/2024,28/12/2024,
1388,Implement pagination in results,New,27/12/2024,28/12/2024,
1389,"As an admin, I want to monitor system logs",New,27/12/2024,28/12/2024,
1390,"As a user, I need to view my profile information",Closed,27/12/2024,28/12/2024,
1391,"As a user, I need a responsive UI",Closed,27/12/2024,28/12/2024,
1392,"As a user, I need to tag items",Resolved,27/12/2024,28/12/2024,
1393,"As a user, I want to export data",New,27/12/2024,28/12/2024,
1394,Implement dark mode toggle,New,27/12/2024,28/12/2024,
1395,"As a developer, I want to access API documentation",New,27/12/2024,28/12/2024,
1396,Update front-end library versions,New,27/12/2024,28/12/2024,
1397,Resolve merge conflicts,New,27/12/2024,28/12/2024,
1398,Implement caching for API,New,27/12/2024,28/12/2024,
1399,Data Not Saving Properly,Active,27/12/2024,28/12/2024,
1400,Fix alignment issues in mobile view,New,27/12/2024,28/12/2024,
1401,"As a user, I want to deactivate my account",Closed,27/12/2024,28/12/2024,
1402,"As a user, I need multi-language support",Resolved,27/12/2024,28/12/2024,
1403,Optimize database queries,Active,27/12/2024,28/12/2024,Viviana de Oliveira
1404,"As a user, I need to tag items",New,27/12/2024,28/12/2024,
1405,"As an admin, I need to manage user roles",Closed,27/12/2024,28/12/2024,
1406,"As a manager, I want to generate reports",Active,27/12/2024,28/12/2024,
1407,"As an admin, I need to view system analytics",Closed,27/12/2024,28/12/2024,
1408,Refactor user authentication module,Active,27/12/2024,28/12/2024,Viviana de Oliveira
1409,"As a user, I need to view my profile information",Closed,27/12/2024,28/12/2024,
1410,"As a user, I want to see my order history",Active,27/12/2024,28/12/2024,
1411,"As an admin, I want to monitor system logs",Closed,27/12/2024,28/12/2024,
1412,Duplicate Entries in Logs,New,27/12/2024,28/12/2024,
1413,"As a developer, I want to access API documentation",Active,27/12/2024,28/12/2024,Viviana de Oliveira
1414,CSS Styling Missing,New,27/12/2024,28/12/2024,
1415,"As a user, I want to filter search results",New,27/12/2024,28/12/2024,
1416,"As a user, I need a responsive UI",Closed,27/12/2024,28/12/2024,
1417,"As an admin, I need to schedule tasks",Resolved,27/12/2024,28/12/2024,
1418,"As a user, I need to tag items",Resolved,27/12/2024,28/12/2024,
1419,Invalid Error Message Display,New,27/12/2024,28/12/2024,
1420,"As a user, I need a responsive UI",New,27/12/2024,28/12/2024,
1421,"As a developer, I want to access API documentation",Closed,27/12/2024,28/12/2024,
1422,"As a user, I need keyboard shortcuts",Resolved,27/12/2024,28/12/2024,
1423,"As a user, I need to change my email address",Active,27/12/2024,28/12/2024,
1424,"As an admin, I want to monitor system logs",Closed,27/12/2024,28/12/2024,
1425,"As an admin, I want to monitor system logs",New,27/12/2024,28/12/2024,
1426,Database Deadlock Occurrence,New,27/12/2024,28/12/2024,
1427,"As a user, I want to customize my dashboard",Closed,27/12/2024,28/12/2024,
1428,Debug performance issue in report generation,New,27/12/2024,28/12/2024,
1429,"As a user, I want to reset my password",Closed,27/12/2024,28/12/2024,
1430,Fix alignment issues in mobile view,New,27/12/2024,28/12/2024,
1431,Document deployment process,New,27/12/2024,28/12/2024,
1432,Backend Service Not Responding,New,27/12/2024,28/12/2024,
1433,"As an admin, I need to manage user roles",New,27/12/2024,28/12/2024,
1434,"As a user, I want to filter search results",New,27/12/2024,28/12/2024,
1435,"As a user, I want to reset my password",New,27/12/2024,28/12/2024,
1436,"As a user, I need keyboard shortcuts",New,27/12/2024,28/12/2024,
1437,"As a user, I need file upload capability",Resolved,27/12/2024,28/12/2024,Viviana de Oliveira
1438,"As a manager, I want to generate reports",New,27/12/2024,28/12/2024,
1439,"As a user, I want to receive notifications",New,27/12/2024,28/12/2024,
1440,"As a user, I want a mobile-friendly version",Active,27/12/2024,28/12/2024,
1441,Fix alignment issues in mobile view,New,27/12/2024,28/12/2024,
1442,"As a guest, I want to browse the site without login",Closed,27/12/2024,28/12/2024,
1443,"As a developer, I want to access API documentation",Closed,27/12/2024,28/12/2024,
1444,"As a user, I need keyboard shortcuts",Closed,27/12/2024,28/12/2024,
1445,Migrate database schema,New,27/12/2024,28/12/2024,
1446,Session Expiration Not Handled,New,27/12/2024,28/12/2024,
1447,"As a user, I want to deactivate my account",Resolved,27/12/2024,28/12/2024,
1448,"As a developer, I need detailed error logs",Closed,27/12/2024,28/12/2024,
1449,"As an admin, I need to schedule tasks",Active,27/12/2024,28/12/2024,
1450,Add tooltip for new button,New,27/12/2024,28/12/2024,
1451,"As a user, I want to set my timezone",Closed,27/12/2024,28/12/2024,
1452,Add input validation for form Z,New,27/12/2024,28/12/2024,
1453,"As a user, I want to reset my password",Resolved,27/12/2024,28/12/2024,
1454,Memory Leak in Module X,Resolved,27/12/2024,28/12/2024,
1455,"As a user, I want a dark mode option",Closed,27/12/2024,28/12/2024,
1456,"As a user, I need file upload capability",Active,27/12/2024,28/12/2024,
1457,"As a user, I want to receive notifications",Closed,27/12/2024,28/12/2024,
1458,Auto-suggestion Not Working,New,27/12/2024,28/12/2024,
1459,UI Alignment Issue on Dashboard,New,27/12/2024,28/12/2024,
1460,"As a guest, I want to browse the site without login",Active,27/12/2024,28/12/2024,
1461,Improve error handling in service Y,New,27/12/2024,28/12/2024,
1462,"As a user, I need keyboard shortcuts",New,27/12/2024,28/12/2024,
1463,"As an admin, I need to view system analytics",Active,27/12/2024,28/12/2024,
1464,"As a user, I need to tag items",Active,27/12/2024,28/12/2024,
1465,Write integration tests,New,27/12/2024,28/12/2024,
1466,"As a developer, I want to access API documentation",Active,27/12/2024,28/12/2024,
1467,Unexpected Logout,New,27/12/2024,28/12/2024,
1468,Improve SEO for landing page,New,27/12/2024,28/12/2024,
1469,"As a developer, I need detailed error logs",Active,27/12/2024,28/12/2024,
1470,"As an admin, I need to view system analytics",Active,27/12/2024,28/12/2024,
1471,"As a user, I need to tag items",Active,27/12/2024,28/12/2024,
1472,High Latency in Requests,New,27/12/2024,28/12/2024,
1473,"As a guest, I need limited access",Closed,27/12/2024,28/12/2024,
1474,"As a guest, I need limited access",New,27/12/2024,28/12/2024,
1475,"As an admin, I need to schedule tasks",Resolved,27/12/2024,28/12/2024,
1476,Unexpected Logout,Resolved,27/12/2024,28/12/2024,
1477,"As a developer, I want to access API documentation",Closed,27/12/2024,28/12/2024,
1478,"As a user, I want to set my timezone",Active,27/12/2024,28/12/2024,
1479,"As an admin, I need to schedule tasks",New,27/12/2024,28/12/2024,
1480,"As an admin, I need to schedule tasks",Closed,27/12/2024,28/12/2024,
1481,"As a user, I need two-factor authentication",Active,27/12/2024,28/12/2024,
1482,Optimize image loading,New,27/12/2024,28/12/2024,
1483,"As a user, I want to save items to a wishlist",Closed,27/12/2024,28/12/2024,
1484,Optimize image loading,New,27/12/2024,28/12/2024,
1485,"As a user, I want a mobile-friendly version",Active,27/12/2024,28/12/2024,
1486,CSS Styling Missing,New,27/12/2024,28/12/2024,
1487,"As a user, I want to receive notifications",Closed,27/12/2024,28/12/2024,
1488,"As a user, I want to set my timezone",Resolved,27/12/2024,28/12/2024,
1489,"As a user, I need to tag items",New,27/12/2024,28/12/2024,
1490,Update API documentation,New,27/12/2024,28/12/2024,
1491,"As a user, I want to reset my password",Resolved,27/12/2024,28/12/2024,
1492,Backend Service Not Responding,New,27/12/2024,28/12/2024,
1493,"As a user, I want to reset my password",Active,27/12/2024,28/12/2024,Viviana de Oliveira
1494,"As a user, I want to customize my dashboard",New,27/12/2024,28/12/2024,
1495,"As a user, I need two-factor authentication",New,27/12/2024,28/12/2024,
1496,"As a user, I want a dark mode option",Closed,27/12/2024,28/12/2024,
1497,"As a user, I need to tag items",Resolved,27/12/2024,28/12/2024,
1498,"As an admin, I want to monitor system logs",Closed,27/12/2024,28/12/2024,
1499,"As a manager, I want to generate reports",Resolved,27/12/2024,28/12/2024,Viviana de Oliveira
1500,"As a guest, I want to browse the site without login",New,27/12/2024,28/12/2024,
1501,Tooltip Not Displayed,New,27/12/2024,28/12/2024,
1502,Invalid Error Message Display,New,27/12/2024,28/12/2024,
1503,"As a user, I want a mobile-friendly version",Resolved,27/12/2024,28/12/2024,
1504,"As a user, I want to filter search results",New,27/12/2024,28/12/2024,
1505,Redesign homepage layout,New,27/12/2024,28/12/2024,
1506,Update API documentation,New,27/12/2024,28/12/2024,
1507,Incorrect User Role Assignment,New,27/12/2024,28/12/2024,
1508,Implement role-based access control,New,27/12/2024,28/12/2024,
1509,Add tooltip for new button,New,27/12/2024,28/12/2024,
1510,"As a manager, I want to generate reports",New,27/12/2024,28/12/2024,
1511,UI Alignment Issue on Dashboard,New,27/12/2024,28/12/2024,
1512,"As a user, I want to filter search results",Closed,27/12/2024,28/12/2024,
1513,Update translations for new language,New,27/12/2024,28/12/2024,
1514,"As a user, I want to reset my password",Resolved,27/12/2024,28/12/2024,
1515,"As an admin, I need to schedule tasks",Closed,27/12/2024,28/12/2024,
1516,"As an admin, I need to schedule tasks",New,27/12/2024,28/12/2024,
1517,Fix race condition in thread management,New,27/12/2024,28/12/2024,
1518,"As a user, I need to tag items",Active,27/12/2024,28/12/2024,
1519,"As a user, I want a mobile-friendly version",Active,27/12/2024,28/12/2024,
1520,"As a user, I need to tag items",Closed,27/12/2024,28/12/2024,
1521,"As a user, I want to receive notifications",New,27/12/2024,28/12/2024,
1522,"As a user, I want to filter search results",Closed,27/12/2024,28/12/2024,
1523,"As a manager, I want to generate reports",Resolved,27/12/2024,28/12/2024,
1524,"As an admin, I need to view system analytics",Closed,27/12/2024,28/12/2024,
1525,"As a user, I want to export data",Active,27/12/2024,28/12/2024,
1526,"As a user, I want a dark mode option",Active,27/12/2024,28/12/2024,
1527,"As an admin, I want to monitor system logs",Resolved,27/12/2024,28/12/2024,
1528,"As an admin, I need to schedule tasks",New,27/12/2024,28/12/2024,
1529,"As a user, I want to reset my password",Closed,27/12/2024,28/12/2024,
1530,Dropdown Menu Not Working,New,27/12/2024,28/12/2024,
1531,Event Listener Memory Leak,New,27/12/2024,28/12/2024,
1532,"As a user, I want to export data",Active,27/12/2024,28/12/2024,
1533,"As an admin, I need to view system analytics",New,27/12/2024,28/12/2024,
1534,"As a user, I want a mobile-friendly version",Closed,27/12/2024,28/12/2024,
1535,"As a user, I want to see my order history",Resolved,27/12/2024,28/12/2024,
1536,"As an admin, I need to schedule tasks",Active,27/12/2024,28/12/2024,
1537,"As a user, I need to change my email address",Closed,27/12/2024,28/12/2024,
1538,"As an admin, I need to view system analytics",Resolved,27/12/2024,28/12/2024,
1539,"As a user, I want a dark mode option",Closed,27/12/2024,28/12/2024,
1540,"As a user, I want a mobile-friendly version",Active,27/12/2024,28/12/2024,
1541,"As an admin, I want to monitor system logs",Closed,27/12/2024,28/12/2024,
1542,"As a user, I need two-factor authentication",Closed,27/12/2024,28/12/2024,
1543,"As a user, I need keyboard shortcuts",Active,27/12/2024,28/12/2024,
1544,"As a user, I need to change my email address",New,27/12/2024,28/12/2024,
1545,"As a user, I want to set my timezone",Resolved,27/12/2024,28/12/2024,
1546,"As a user, I want to deactivate my account",Active,27/12/2024,28/12/2024,
1547,Dropdown Menu Not Working,New,27/12/2024,28/12/2024,
1548,"As a developer, I need detailed error logs",Active,27/12/2024,28/12/2024,
1549,"As a user, I want to see my order history",Resolved,27/12/2024,28/12/2024,
1550,"As a manager, I want to generate reports",New,27/12/2024,28/12/2024,
1551,"As an admin, I want to monitor system logs",Closed,27/12/2024,28/12/2024,
1552,"As a user, I want to see my order history",Resolved,27/12/2024,28/12/2024,
1553,"As an admin, I need to manage user roles",Closed,27/12/2024,28/12/2024,
1554,"As a user, I want to filter search results",New,27/12/2024,28/12/2024,
1555,"As a user, I need autocomplete for forms",Closed,27/12/2024,28/12/2024,
1556,"As a user, I want to save items to a wishlist",Closed,27/12/2024,28/12/2024,
1557,"As a user, I need a responsive UI",Closed,27/12/2024,28/12/2024,
1558,Tooltip Not Displayed,New,27/12/2024,28/12/2024,
1559,"As a user, I need a responsive UI",Resolved,27/12/2024,28/12/2024,
1560,"As an admin, I want to monitor system logs",New,27/12/2024,28/12/2024,
1561,"As a user, I want to set my timezone",Resolved,27/12/2024,28/12/2024,
1562,"As an admin, I need to manage user roles",New,27/12/2024,28/12/2024,
1563,API Timeout Error,New,27/12/2024,28/12/2024,
1564,"As a developer, I need detailed error logs",New,27/12/2024,28/12/2024,
1565,Session Cookie Not Set,New,27/12/2024,28/12/2024,
1566,"As a manager, I want to generate reports",Active,27/12/2024,28/12/2024,
1567,"As a user, I want to customize my dashboard",Closed,27/12/2024,28/12/2024,
1568,"As a user, I want to export data",New,27/12/2024,28/12/2024,
1569,Data Not Saving Properly,New,27/12/2024,28/12/2024,
1570,Data Not Saving Properly,New,27/12/2024,28/12/2024,
1571,"As a user, I need a responsive UI",Closed,27/12/2024,28/12/2024,
1572,"As a user, I need autocomplete for forms",Active,27/12/2024,28/12/2024,
1573,Incorrect Validation on Login Form,New,27/12/2024,28/12/2024,
1574,"As a guest, I want to browse the site without login",New,27/12/2024,28/12/2024,
1575,"As a user, I want a mobile-friendly version",Active,27/12/2024,28/12/2024,
1576,Backend Service Not Responding,New,27/12/2024,28/12/2024,
1577,"As a user, I want to set my timezone",New,27/12/2024,28/12/2024,
1578,"As an admin, I need to schedule tasks",Active,27/12/2024,28/12/2024,
1579,"As a user, I need to change my email address",New,27/12/2024,28/12/2024,
1580,"As a user, I want to reset my password",Closed,27/12/2024,28/12/2024,
1581,"As a developer, I want to access API documentation",Closed,27/12/2024,28/12/2024,
1582,"As a user, I want to customize my dashboard",New,27/12/2024,28/12/2024,
1583,"As a user, I want to customize my dashboard",Resolved,27/12/2024,28/12/2024,Viviana de Oliveira
1584,"As an admin, I need to view system analytics",Resolved,27/12/2024,28/12/2024,
1585,"As a user, I want a dark mode option",Closed,27/12/2024,28/12/2024,
1586,"As a developer, I want to access API documentation",Resolved,27/12/2024,28/12/2024,
1587,"As a user, I need keyboard shortcuts",Resolved,27/12/2024,28/12/2024,
1588,"As a user, I want a mobile-friendly version",Resolved,27/12/2024,28/12/2024,Viviana de Oliveira
1589,"As a user, I want to save items to a wishlist",Closed,27/12/2024,28/12/2024,
1590,"As an admin, I need to manage user roles",New,27/12/2024,28/12/2024,
1591,"As a user, I need multi-language support",Active,27/12/2024,28/12/2024,
1592,"As a user, I want to save items to a wishlist",Active,27/12/2024,28/12/2024,
1593,"As a user, I want to filter search results",Active,27/12/2024,28/12/2024,
1594,"As a user, I need to change my email address",Closed,27/12/2024,28/12/2024,
1595,"As a user, I want to receive notifications",New,27/12/2024,28/12/2024,
1596,Session Cookie Not Set,Closed,27/12/2024,28/12/2024,
1597,Calculation Error in Report,New,27/12/2024,28/12/2024,
1598,"As an admin, I need to manage user roles",Closed,27/12/2024,28/12/2024,
1599,"As an admin, I need to schedule tasks",New,27/12/2024,28/12/2024,
1600,"As an admin, I need to schedule tasks",Closed,27/12/2024,28/12/2024,
1601,CSS Styling Missing,New,27/12/2024,28/12/2024,
1602,"As an admin, I want to monitor system logs",Active,27/12/2024,28/12/2024,
1603,"As a user, I want a mobile-friendly version",Resolved,27/12/2024,28/12/2024,
1604,Language Translation Incorrect,New,27/12/2024,28/12/2024,
1605,"As a user, I need two-factor authentication",New,27/12/2024,28/12/2024,
1606,Memory Leak in Module X,Resolved,27/12/2024,28/12/2024,
1607,"As a user, I want a dark mode option",Resolved,27/12/2024,28/12/2024,
1608,"As a user, I need multi-language support",Resolved,27/12/2024,28/12/2024,
1609,"As an admin, I need to manage user roles",Resolved,27/12/2024,28/12/2024,
1610,"As a user, I want a dark mode option",Closed,27/12/2024,28/12/2024,
1611,"As a guest, I want to browse the site without login",New,27/12/2024,28/12/2024,
1612,"As a user, I need keyboard shortcuts",New,27/12/2024,28/12/2024,
1613,Calculation Error in Report,Closed,27/12/2024,28/12/2024,
1614,"As a manager, I want to generate reports",Closed,27/12/2024,28/12/2024,
1615,"As an admin, I need to schedule tasks",Resolved,27/12/2024,28/12/2024,
1616,"As a user, I want a mobile-friendly version",Resolved,27/12/2024,28/12/2024,
1617,"As a user, I need multi-language support",Resolved,27/12/2024,28/12/2024,
1618,"As a user, I need autocomplete for forms",Closed,27/12/2024,28/12/2024,
1619,Session Cookie Not Set,New,27/12/2024,28/12/2024,
1620,"As a guest, I need limited access",Closed,27/12/2024,28/12/2024,
1621,"As a user, I want a mobile-friendly version",Active,27/12/2024,28/12/2024,
1622,"As a user, I need multi-language support",Active,27/12/2024,28/12/2024,
1623,Data Not Saving Properly,New,27/12/2024,28/12/2024,
1624,"As a developer, I need detailed error logs",Closed,27/12/2024,28/12/2024,
1625,"As a user, I want to receive notifications",Resolved,27/12/2024,28/12/2024,
1626,"As a developer, I want to access API documentation",Resolved,27/12/2024,28/12/2024,
1627,"As a user, I need autocomplete for forms",New,27/12/2024,28/12/2024,
1628,Duplicate Entries in Logs,New,27/12/2024,28/12/2024,
1629,"As an admin, I need to view system analytics",Active,27/12/2024,28/12/2024,
1630,"As an admin, I need to schedule tasks",Active,27/12/2024,28/12/2024,
1631,"As a user, I need autocomplete for forms",New,27/12/2024,28/12/2024,
1632,"As a user, I want to save items to a wishlist",Active,27/12/2024,28/12/2024,
1633,Backend Service Not Responding,New,27/12/2024,28/12/2024,
1634,Search Results Not Accurate,New,27/12/2024,28/12/2024,
1635,"As an admin, I need to schedule tasks",Active,27/12/2024,28/12/2024,
1636,"As a developer, I need detailed error logs",Resolved,27/12/2024,28/12/2024,
1637,"As a user, I want a mobile-friendly version",Active,27/12/2024,28/12/2024,
1638,Data Not Saving Properly,New,27/12/2024,28/12/2024,
1639,"As a user, I need multi-language support",New,27/12/2024,28/12/2024,
1640,Broken Pagination Controls,New,27/12/2024,28/12/2024,
1641,"As a user, I need multi-language support",Active,27/12/2024,28/12/2024,
1642,"As a guest, I want to browse the site without login",Active,27/12/2024,28/12/2024,
1643,"As a user, I need multi-language support",New,27/12/2024,28/12/2024,
1644,"As a user, I want to set my timezone",New,27/12/2024,28/12/2024,
1645,"As a user, I need to change my email address",New,27/12/2024,28/12/2024,
1646,"As a user, I want to deactivate my account",Active,27/12/2024,28/12/2024,
1647,"As a developer, I want to access API documentation",Resolved,27/12/2024,28/12/2024,
1648,"As a user, I need file upload capability",Closed,27/12/2024,28/12/2024,
1649,"As a user, I want to customize my dashboard",Resolved,27/12/2024,28/12/2024,
1650,"As a user, I need to tag items",Resolved,27/12/2024,28/12/2024,
1651,"As a user, I need two-factor authentication",Active,27/12/2024,28/12/2024,
1652,"As a user, I want to reset my password",New,27/12/2024,28/12/2024,
1653,"As a user, I want to export data",Closed,27/12/2024,28/12/2024,
1654,"As a user, I want to save items to a wishlist",New,27/12/2024,28/12/2024,
1655,"As a user, I need keyboard shortcuts",Closed,27/12/2024,28/12/2024,
1656,"As a guest, I want to browse the site without login",Resolved,27/12/2024,28/12/2024,
1657,"As a user, I want to save items to a wishlist",New,27/12/2024,28/12/2024,
1658,Dropdown Menu Not Working,New,27/12/2024,28/12/2024,
1659,"As an admin, I need to view system analytics",Active,27/12/2024,28/12/2024,
1660,"As a user, I need file upload capability",Active,27/12/2024,28/12/2024,
1661,CSS Styling Missing,New,27/12/2024,28/12/2024,
1662,"As a user, I want to set my timezone",Active,27/12/2024,28/12/2024,
1663,"As an admin, I need to schedule tasks",Resolved,27/12/2024,28/12/2024,
1664,Incorrect Validation on Login Form,New,27/12/2024,28/12/2024,
1665,"As a user, I need to view my profile information",Active,27/12/2024,28/12/2024,
1666,"As a user, I need to view my profile information",New,27/12/2024,28/12/2024,
1667,High Latency in Requests,New,27/12/2024,28/12/2024,
1668,Error on Data Import,New,27/12/2024,28/12/2024,
1669,"As a user, I need two-factor authentication",New,27/12/2024,28/12/2024,
1670,"As a user, I want to reset my password",New,27/12/2024,28/12/2024,
1671,High Latency in Requests,New,27/12/2024,28/12/2024,
1672,"As a user, I want to customize my dashboard",Resolved,27/12/2024,28/12/2024,
1673,"As a manager, I want to generate reports",Resolved,27/12/2024,28/12/2024,
1674,"As a user, I need two-factor authentication",New,27/12/2024,28/12/2024,
1675,"As a user, I want to see my order history",New,27/12/2024,28/12/2024,
1676,404 Error on Resource Fetch,New,27/12/2024,28/12/2024,
1677,"As a user, I want to customize my dashboard",Resolved,27/12/2024,28/12/2024,
1678,"As a user, I need multi-language support",Closed,27/12/2024,28/12/2024,
1679,"As a user, I need autocomplete for forms",Active,27/12/2024,28/12/2024,
1680,"As a user, I need to change my email address",Resolved,27/12/2024,28/12/2024,
1681,"As a guest, I need limited access",Active,27/12/2024,28/12/2024,
1682,"As a user, I want to reset my password",New,27/12/2024,28/12/2024,
1683,Auto-suggestion Not Working,Active,27/12/2024,28/12/2024,
1684,"As a user, I want to save items to a wishlist",Resolved,27/12/2024,28/12/2024,
1685,"As a user, I need to tag items",New,27/12/2024,28/12/2024,
1686,"As a user, I want to see my order history",Active,27/12/2024,28/12/2024,
1687,"As a user, I want to save items to a wishlist",Active,27/12/2024,28/12/2024,
1688,Session Expiration Not Handled,New,27/12/2024,28/12/2024,
1689,"As an admin, I need to schedule tasks",Closed,27/12/2024,28/12/2024,
1690,"As a user, I want to customize my dashboard",Closed,27/12/2024,28/12/2024,
1691,"As a developer, I want to access API documentation",Closed,27/12/2024,28/12/2024,
1692,"As a user, I want to filter search results",Resolved,27/12/2024,28/12/2024,Viviana de Oliveira
1693,"As a manager, I want to generate reports",Closed,27/12/2024,28/12/2024,
1694,CSS Styling Missing,New,27/12/2024,28/12/2024,
1695,"As a user, I want to customize my dashboard",Resolved,27/12/2024,28/12/2024,
1696,"As a user, I want to receive notifications",Active,27/12/2024,28/12/2024,
1697,Search Results Not Accurate,New,27/12/2024,28/12/2024,
1698,"As a user, I need to view my profile information",Closed,27/12/2024,28/12/2024,
1699,API Timeout Error,New,27/12/2024,28/12/2024,
1700,"As a user, I need to change my email address",Closed,27/12/2024,28/12/2024,
1701,"As a user, I want to set my timezone",Closed,27/12/2024,28/12/2024,
1702,"As a user, I need file upload capability",Active,27/12/2024,28/12/2024,
1703,"As a user, I want to reset my password",Active,27/12/2024,28/12/2024,
1704,"As a manager, I want to generate reports",Active,27/12/2024,28/12/2024,
1705,Database Deadlock Occurrence,New,27/12/2024,28/12/2024,
1706,"As an admin, I need to schedule tasks",Closed,27/12/2024,28/12/2024,
1707,"As a user, I want a dark mode option",Closed,27/12/2024,28/12/2024,
1708,Data Not Saving Properly,New,27/12/2024,28/12/2024,
1709,UI Freezing on Button Click,New,27/12/2024,28/12/2024,
1710,"As a developer, I want to access API documentation",Closed,27/12/2024,28/12/2024,
1711,"As a user, I need keyboard shortcuts",Active,27/12/2024,28/12/2024,
1712,"As a user, I want a mobile-friendly version",Resolved,27/12/2024,28/12/2024,
1713,"As a user, I need multi-language support",New,27/12/2024,28/12/2024,
1714,"As a user, I want to receive notifications",Resolved,27/12/2024,28/12/2024,
1715,"As a guest, I need limited access",Closed,27/12/2024,28/12/2024,
1716,"As a user, I need to view my profile information",Active,27/12/2024,28/12/2024,
1717,"As a user, I want to filter search results",New,27/12/2024,28/12/2024,
1718,Search Results Not Accurate,New,27/12/2024,28/12/2024,
1719,"As a manager, I want to generate reports",Closed,27/12/2024,28/12/2024,
1720,"As a user, I need to view my profile information",Active,27/12/2024,28/12/2024,
1721,"As a user, I want a mobile-friendly version",Resolved,27/12/2024,28/12/2024,
1722,"As a manager, I want to generate reports",Closed,27/12/2024,28/12/2024,
1723,"As a user, I need two-factor authentication",New,27/12/2024,28/12/2024,
1724,"As a user, I need file upload capability",New,27/12/2024,28/12/2024,
1725,"As a user, I need file upload capability",Active,27/12/2024,28/12/2024,
1726,"As a user, I want to save items to a wishlist",New,27/12/2024,28/12/2024,
1727,"As a guest, I need limited access",Resolved,27/12/2024,28/12/2024,
1728,"As a user, I want to receive notifications",New,27/12/2024,28/12/2024,
1729,"As a user, I want to deactivate my account",Resolved,27/12/2024,28/12/2024,
1730,"As a user, I want to deactivate my account",Closed,27/12/2024,28/12/2024,
1731,"As a user, I need autocomplete for forms",Active,27/12/2024,28/12/2024,Viviana de Oliveira
1732,"As an admin, I need to manage user roles",Resolved,27/12/2024,28/12/2024,
1733,"As a guest, I want to browse the site without login",New,27/12/2024,28/12/2024,
1734,"As a user, I need to tag items",Active,27/12/2024,28/12/2024,
1735,"As a user, I need keyboard shortcuts",New,27/12/2024,28/12/2024,
1736,"As a user, I need file upload capability",New,27/12/2024,28/12/2024,
1737,"As a user, I need two-factor authentication",New,27/12/2024,28/12/2024,
1738,API Timeout Error,New,27/12/2024,28/12/2024,
1739,"As a user, I want to deactivate my account",Closed,27/12/2024,28/12/2024,
1740,"As a developer, I want to access API documentation",Resolved,27/12/2024,28/12/2024,
1741,"As an admin, I need to schedule tasks",Active,27/12/2024,28/12/2024,
1742,"As a user, I need to change my email address",Resolved,27/12/2024,28/12/2024,
